Combination,Blue_Kills,Hostile_Kills,Patrol_Distance_km
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",43,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",70,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,3,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,4,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",18,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",41,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",53,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",19,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",64,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",73,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",18,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",70,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",42,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",52,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",43,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",31,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",65,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",44,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",26,9,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",70,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",38,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",25,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",82,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,9,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",69,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",34,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",39,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",4,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",33,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",33,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,6,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",13,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",49,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",4,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",31,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",26,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",33,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,3,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",7,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",15,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",21,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",55,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",21,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",3,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",34,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",6,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",57,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",29,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",66,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",77,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",53,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",43,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",54,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",46,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",31,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",29,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,5,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",26,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",67,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",66,6,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",42,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",46,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",24,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",61,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",61,7,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",7,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",26,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",55,0,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",17,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,6,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",35,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",35,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",37,6,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,9,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",15,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",42,8,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",42,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",49,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",28,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",33,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",48,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",44,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",25,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",28,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",21,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",70,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",56,3,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",16,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",31,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",14,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",34,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",42,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",15,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",51,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",21,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",47,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",46,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",61,8,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",18,9,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",31,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",43,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,4,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,6,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",35,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",25,8,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,6,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",29,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",66,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",56,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",33,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,5,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",52,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",39,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",100,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",76,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",130,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",45,3,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",100,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",54,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",43,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",11,8,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",70,3,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",100,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",22,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",58,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",34,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",39,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",47,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,0
"Hathcock Ballistic Insert
+Krulak’s Three Block War",90,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",36,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,4,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",35,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,3,7
"Hathcock Ballistic Insert
+Krulak’s Three Block War",71,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,10,1
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,10,3
"Hathcock Ballistic Insert
+Krulak’s Three Block War",32,8,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,2,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",20,10,2
"Hathcock Ballistic Insert
+Krulak’s Three Block War",10,10,4
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,0,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",80,10,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,7,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",11,9,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,3,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",50,1,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",60,2,5
"Hathcock Ballistic Insert
+Krulak’s Three Block War",40,6,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",30,5,6
"Hathcock Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",24,2,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",70,3,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",34,10,7
"Hathcock Ballistic Insert
+Pershing’s Ghost",34,3,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",60,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",23,3,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",3,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,5,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",8,2,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,3
"Hathcock Ballistic Insert
+Pershing’s Ghost",18,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,1,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",13,1,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",26,10,3
"Hathcock Ballistic Insert
+Pershing’s Ghost",26,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",2,0,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",50,5,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",6,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",50,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",35,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",16,9,7
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",12,1,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",25,6,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",9,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,4
"Hathcock Ballistic Insert
+Pershing’s Ghost",0,0,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",9,10,4
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,2
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",60,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",32,5,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",22,4,6
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",40,6,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",30,3,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,0
"Hathcock Ballistic Insert
+Pershing’s Ghost",40,10,5
"Hathcock Ballistic Insert
+Pershing’s Ghost",50,10,3
"Hathcock Ballistic Insert
+Pershing’s Ghost",20,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",10,10,1
"Hathcock Ballistic Insert
+Pershing’s Ghost",17,3,5
